,city,street,district,Reference and listing Date,contract,type,surface,rooms,floor,total building floors,Car parking,availability,other features,price (k€),condominium fees,deposit,year of construction,condition,heating,Air conditioner,Energy Efficiency
951,Milan,Via Molino delle Armi,Ticinese,W-02UJE5 - 02/08/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,90,3,3,5 floors,,Available,Optic fiberVideo entryphoneSecurity doorBalconySingle tv systemFurnishedWindow frames in double glass / PVCDouble exposure,3700.0,€ 300/month,"€ 11,100",1950,Excellent / Refurbished,"Central, floor heating, gas powered","Independent, cold/hot",G≥ 175 kWh/m² year
1889,Milan,Via Francesco Ferrucci,Sempione,EK-108862615 - 02/22/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,194,5,6,7 floors,,,Alarm systemSecurity doorBalconyTerraceFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVCDouble exposure,3700.0,€ 500/month,Not indicated,1970,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",G≥ 175 kWh/m² year
1216,Milan,Via Malachia Marchesi de Taddei,Frua,A450I - 02/26/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,150,4,1,4 floors,,Available,Security doorBalconyHalf-day conciergeCentralized TV systemPrivate and shared gardenWindow frames in double glass / woodDouble exposure,3750.0,€ 270/month,Not indicated,1940,Excellent / Refurbished,"Central, with radiators, powered by methane",,G175 kWh/m² year
574,Milan,Via Giuseppe Rovani,Vincenzo Monti,Via Rovani 120 mq - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,120,3,6,6 floors,,Available,Optic fiberVideo entryphoneSecurity doorInternal exposureClosetBalconyTerraceFull day conciergeCentralized TV systemPartially furnishedCellarWindow frames in double glass / wood,3750.0,€ 825/month,"€ 11,250",1900,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",A47.61 kWh/m² year
953,Milan,Via Donato Bramante,Paolo Sarpi,BRA14 - 01/17/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,160,4,2,5 floors,,Available,Video entryphoneSecurity doorClosetBalconyFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / woodDouble exposure,3750.0,€ 200/month,Not indicated,1920,New / Under construction,"Central, with radiators, powered by methane","Independent, cold",E≥ 175 kWh/m² year
1555,Milan,Viale Sabotino,Porta Romana - Medaglie dOro,VIALE SABOTINO ANG. RIPAMONTI - 01/23/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,130,3,2,2 floors,,Available,Optic fiberVideo entryphoneSecurity doorTerraceFull day conciergeCentralized TV systemWindow frames in double glass / woodDouble exposure,3750.0,€ 167/month,Not indicated,1900,Good condition / Liveable,"Independent, with radiators, powered by methane",System predisposition,G130 kWh/m² year
1477,Milan,Via Malachia Marchesi de Taddei,Frua,VIA MARCHESI DE TADDEI - FRUA - 01/16/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,165,4,1,5 floors,,Available,Optic fiberVideo entryphoneSecurity doorBalconyFull day conciergeCentralized TV systemCellarWindow frames in double glass / woodDouble exposure,3750.0,€ 230/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, powered by methane",,G290 kWh/m² year
325,Milan,Via San Vittore,San Vittore,Trilocale Magenta - 02/28/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,95,3,5,7 floors,,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorInternal exposureClosetBalconyTerraceFull day conciergeSingle tv systemFurnishedShared gardenWindow frames in double glass / PVC,3750.0,€ 350/month,"€ 12,300",2024,New / Under construction,"Central, floor heating, powered by methane","Independent, cold/hot","F≥ 3,51 kWh/m² year"
1114,Milan,Via dei Piatti,Carrobbio,Ad.S.Alessandro125 - 01/23/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,125,4,3,5 floors,,Available,Security doorFull day conciergeCentralized TV systemOnly Kitchen FurnishedWindow frames in glass / woodDouble exposure,3750.0,€ 583/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",G185.88 kWh/m² year
168,Milan,Via Francesco Sforza,Guastalla,EK-109033895 - 01/31/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,160,4,5,7 floors,,,Electric gateAlarm systemSecurity doorClosetBalconyTerraceFull day conciergePartially furnishedWindow frames in glass / woodDouble exposure,3750.0,€ 542/month,Not indicated,,Excellent / Refurbished,"Central, floor heating, gas powered","Independent, cold/hot",F≥ 175 kWh/m² year
1386,Milan,Via Marchesi de taddei,Frua,48053 - 02/28/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,145,4,1,3 floors,,Available,Security doorBalconyFull day conciergeCentralized TV systemShared gardenWindow frames in double glass / woodDouble exposure,3750.0,€ 230/month,Not indicated,1960,Good condition / Liveable,"Central, with radiators, powered by methane",,F175 kWh/m² year
301,Milan,Via Alberto da Giussano,Pagano,Trilocale Alberto da Giussano - 02/07/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,112,3,1,4 floors,,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorClosetBalconyFull day conciergeSingle tv systemPartially furnishedCellarWindow frames in double glass / woodDouble exposure,3750.0,€ 442/month,€ 3,1930,Excellent / Refurbished,"Central, with radiators, powered by gas oil","Independent, cold/hot",F137.26 kWh/m² year
1874,Milan,Via Giuseppe Parini,Porta Nuova,VIA PARINI - P.TA NUOVA - 07/21/2023,"Rent, 4+4",Apartment | Full ownership | Stately property class,135,4,3,7 floors,,Available,Optic fiberVideo entryphoneSecurity doorBalconyFull day conciergeCentralized TV systemWindow frames in double glass / woodDouble exposure,3785.0,€ 375/month,Not indicated,1970,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold",F290 kWh/m² year
1186,Milan,Via Domenichino,Amendola - Buonarroti,A9 - 02/09/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,234,5,3,8 floors,,Available,HydromassageElectric gateOptic fiberVideo entryphoneSecurity doorClosetBalconyHalf-day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / PVCDouble exposure,3800.0,€ 800/month,"€ 11,400",1970,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",D90.94 kWh/m² year
1233,Milan,Piazza San Babila,San Babila,V1376AFF - 03/01/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,220,4,1,4 floors,,Available,Video entryphoneAlarm systemSecurity doorClosetTerraceFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / woodDouble exposure,3800.0,€ 500/month,"€ 7,600",1940,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",E≥ 175 kWh/m² year
467,Milan,"Via Aldo Manuzio,15",Repubblica,97089 - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Luxury property,115,2,2,,,Available from 07/03/2024,Optic fiberSecurity doorExternal exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in glass / metal,3800.0,No condominium fees,"€ 7,600",,Excellent / Refurbished,,,C175 kWh/m² year
741,Milan,"Via Cecchi, 18",Washington,TriloCecchi18 - 02/06/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,100,3,4,6 floors,1 in garage/box,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorExternal exposureClosetBalconyTerraceFull day conciergePoolTV system with satellite dishFurnishedCellarShared gardenWindow frames in double glass / PVC,3833.0,€ 416/month,€ 1,2020,New / Under construction,Central,"Central, cold/hot",A+175 kWh/m² year
347,Milan,VIA MONTECATINI,Solari,5518 - 01/12/2024,"Rent, 4+4",Apartment | Stately property class,170,4,8,8 floors,1 in shared parking,Available,Video entryphoneTerraceFull day conciergePartially furnished,3834.0,€ 225/month,Not indicated,1960,Good condition / Liveable,"Independent, with radiators, powered by methane","Independent, cold/hot",E172.44 kWh/m² year
797,Milan,Via Lecco,Porta Venezia,EK-101172105 - 03/04/2024,Rent,Apartment | Full ownership | Stately property class,95,3,2,5 floors,,,Optic fiberSecurity doorCentralized TV systemFurnishedWindow frames in double glass / woodDouble exposure,3850.0,,Not indicated,,Excellent / Refurbished,"Independent, with radiators, gas powered","Independent, hot",F102.5 kWh/m² year
83,Milan,Viale Vittorio Veneto,Porta Venezia,VEN_B.05 - 02/16/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,150,4,2,5 floors,,Available,Optic fiberSecurity doorInternal exposureTerraceFull day conciergeCentralized TV systemOnly Kitchen FurnishedShared gardenWindow frames in double glass / PVC,3900.0,€ 350/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, powered by methane","Central, cold",B99.29 kWh/m² year
998,Milan,Via Edmondo De Amicis,Corso Genova,W-02UGPC - 02/23/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,135,3,2,8 floors,1 in garage/box,Available,Optic fiberVideo entryphoneAlarm systemSecurity doorClosetBalconyTerraceFull day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / PVCDouble exposure,3900.0,€ 400/month,Not indicated,,Excellent / Refurbished,"Central, air heating","Central, cold/hot","A1≥ 3,51 kWh/m² year"
862,Milan,Corso Italia,Missori,W-02T71L - 01/19/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,190,4,3,4 floors,,Available,FireplaceOptic fiberCentralized TV systemPartially furnishedCellarWindow frames in double glass / woodDouble exposure,3900.0,€ 500/month,Not indicated,1900,Good condition / Liveable,"Independent, with radiators, gas powered","Independent, cold/hot",D153.86 kWh/m² year
667,Milan,Via Fabio Filzi,Centrale,Via Fabio Filzi 210mq - 03/01/2024,Rent,Apartment | Full ownership | Stately property class,210,5,6,7 floors,,,Optic fiberSecurity doorClosetBalconyFull day conciergeCentralized TV systemPartially furnishedCellarWindow frames in double glass / woodDouble exposure,3900.0,€ 500/month,Not indicated,1970,Excellent / Refurbished,Central,Independent,
139,Milan,"Via Giovanni Enrico Pestalozzi,22",Barona,28775 - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Luxury property,125,3,1,5 floors,,Available from 01/06/2024,Optic fiberSecurity doorExternal exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in glass / metal,3950.0,No condominium fees,"€ 7,900",1975,Excellent / Refurbished,"Independent, with radiators, powered by methane",,C175 kWh/m² year
1254,Milan,Via Senato,Quadrilatero della Moda,A573 - 03/01/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,90,2,4,6 floors,,Available,Video entryphoneAlarm systemSecurity doorInternal exposureClosetBalconyFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,4000.0,€ 292/month,"€ 12,000",1940,New / Under construction,"Central, floor heating, powered by methane","Central, cold/hot",D≥ 175 kWh/m² year
1980,Milan,Via Senato,Palestro,SENATO34 - 02/13/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,100,3,2,4 floors,,,Optic fiberVideo entryphoneSecurity doorClosetBalconyHalf-day conciergeCentralized TV systemWindow frames in double glass / wood,4000.0,,Not indicated,1930,Excellent / Refurbished,,,
1695,Milan,Piazza della Repubblica,Repubblica,4LOC Repubblica - 02/13/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,180,4,9,10 floors,,Available from 30/04/2024,HydromassageElectric gateAtticOptic fiberVideo entryphoneSecurity doorClosetBalconyFull day conciergeCentralized TV systemPartially furnishedCellarShared gardenWindow frames in double glass / woodDouble exposure,4000.0,,Not indicated,1950,Good condition / Liveable,"Central, with radiators, gas powered","Independent, cold",F≥ 175 kWh/m² year
58,Milan,Via San Martino,Ticinese,sanmartino85aff - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,85,3,3,6 floors,1 in garage/box,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorExternal exposureClosetBalconyTerraceFull day conciergeCentralized TV systemFurnishedCellarWindow frames in triple glass / wood,4000.0,€ 333/month,Not indicated,,Excellent / Refurbished,Central,"Central, cold/hot",A+175 kWh/m² year
1717,Milan,Viale Piceno,Plebisciti - Susa,PICENO46 - 02/29/2024,"Rent, transitory",Apartment | Full ownership | Luxury property,178,4,1,7 floors,,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorClosetBalconyTerraceHalf-day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / PVCDouble exposure,4000.0,€ 600/month,"€ 13,800",2022,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",E≥ 175 kWh/m² year
999,Milan,Via Goffredo Mameli 19,Indipendenza,MAME_19 - 02/07/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,140,4,5,5 floors,,,Optic fiberAlarm systemSecurity doorInternal exposureClosetBalconyTerraceFull day conciergeSingle tv systemFurnishedShared gardenWindow frames in double glass / metal,4000.0,€ 500/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold",B175 kWh/m² year
502,Milan,Via Soncino,Carrobbio,A012142 - 02/19/2024,Rent,Apartment | Full ownership | Stately property class,140,4,3,3 floors,,,Security doorTerraceFull day conciergePartially furnishedCellar,4000.0,€ 500/month,Not indicated,1540,Excellent / Refurbished,Central,Cold,G183.45 kWh/m² year
221,Milan,via Stresa 22,Maggiolina,APP. 01 P.17 - 02/17/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,125,3,17,24 floors,1 in garage/box,,Electric gateOptic fiberVideo entryphoneSecurity doorTerraceFull day conciergePoolTV system with satellite dishCellarShared gardenDouble exposure,4000.0,€ 700/month,Not indicated,2023,New / Under construction,,"Independent, cold","A4≥ 3,51 kWh/m² year"
300,Milan,Via Giovanni Boccaccio,Vincenzo Monti,Boccaccio 154 - 02/08/2024,Rent,Apartment | Full ownership | Luxury property,154,3,3,4 floors,1 in garage/box,Available from 15/04/2024,Optic fiberAlarm systemSecurity doorClosetBalconyFull day conciergeCentralized TV systemPartially furnishedCellarWindow frames in double glass / woodDouble exposure,4000.0,€ 800/month,Not indicated,1900,Excellent / Refurbished,Central,Central,G210.97 kWh/m² year
1440,Milan,Via delle Erbe,Cadorna - Castello,Delle Erbe - 03/04/2024,"Rent, transitory",Apartment | Full ownership | Luxury property,145,3,3,5 floors,1 in garage/box,Available,HydromassageElectric gateOptic fiberVideo entryphoneAlarm systemSecurity doorExternal exposureClosetBalconyFull day conciergeCentralized TV systemFurnishedWindow frames in glass / metal,4000.0,€ 500/month,"€ 12,000",1900,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",E175 kWh/m² year
349,Milan,"Via Quadrio, 9",Garibaldi - Corso Como,Quadrio_bilo - 02/07/2024,Rent,Apartment | Full ownership | Luxury property,81,2,3,9 floors,1 in garage/box,Available,Video entryphoneAlarm systemSecurity doorClosetTerraceFull day conciergeCentralized TV systemFurnishedCellarShared garden,4000.0,,Not indicated,2018,Excellent / Refurbished,Central,Cold,A2174.62 kWh/m² year
272,Milan,Corso Sempione,Sempione,Sempione - 03/02/2024,"Rent, transitory",Apartment | Full ownership | Luxury property,155,3,6,6 floors,,Available from 20/04/2024,Electric gateAtticVideo entryphoneSecurity doorClosetBalconyTerraceFull day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / PVCDouble exposure,4000.0,€ 260/month,"€ 12,000",1930,Excellent / Refurbished,"Central, with radiators, gas powered","Central, cold/hot",G≥ 175 kWh/m² year
610,Milan,Corso Magenta,Cadorna - Castello,MAGENTA P.4 - 01/31/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,150,4,4,6 floors,,Available,Optic fiberVideo entryphoneSecurity doorClosetBalconyFull day conciergeCentralized TV systemOnly Kitchen FurnishedWindow frames in double glass / woodDouble exposure,4000.0,€ 700/month,"€ 24,000",1900,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",G175 kWh/m² year
